"","Border","Date","Measure","Value","Average"
"336","US-Mexico Border","05/01/2018 12:00:00 AM","Train Passengers",891,1038
"345","US-Mexico Border","04/01/2018 12:00:00 AM","Personal Vehicle Passengers",12200002,14140590
"339","US-Mexico Border","04/01/2018 12:00:00 AM","Personal Vehicles",6505841,6544562
"347","US-Mexico Border","04/01/2018 12:00:00 AM","Pedestrians",3860744,3689034
"344","US-Canada Border","04/01/2018 12:00:00 AM","Personal Vehicle Passengers",3672087,5572803
"340","US-Canada Border","04/01/2018 12:00:00 AM","Personal Vehicles",2013265,2657291
"354","US-Mexico Border","04/01/2018 12:00:00 AM","Trucks",542965,393154
"338","US-Canada Border","04/01/2018 12:00:00 AM","Trucks",501741,511241
"346","US-Mexico Border","04/01/2018 12:00:00 AM","Truck Containers Full",394125,247370
"343","US-Canada Border","04/01/2018 12:00:00 AM","Truck Containers Full",375045,382745
"350","US-Mexico Border","04/01/2018 12:00:00 AM","Truck Containers Empty",146387,140820
"357","US-Canada Border","04/01/2018 12:00:00 AM","Rail Containers Full",145538,107197
"337","US-Canada Border","04/01/2018 12:00:00 AM","Truck Containers Empty",137434,86324
"356","US-Mexico Border","04/01/2018 12:00:00 AM","Bus Passengers",122823,247512
"355","US-Canada Border","04/01/2018 12:00:00 AM","Bus Passengers",116462,271775
"359","US-Canada Border","04/01/2018 12:00:00 AM","Rail Containers Empty",69628,43497
"351","US-Mexico Border","04/01/2018 12:00:00 AM","Rail Containers Empty",48490,30677
"358","US-Mexico Border","04/01/2018 12:00:00 AM","Rail Containers Full",39412,27473
"353","US-Canada Border","04/01/2018 12:00:00 AM","Pedestrians",22471,46755
"349","US-Mexico Border","04/01/2018 12:00:00 AM","Buses",13658,19796
"341","US-Canada Border","04/01/2018 12:00:00 AM","Train Passengers",12620,21038
"342","US-Canada Border","04/01/2018 12:00:00 AM","Buses",5153,11300
"348","US-Canada Border","04/01/2018 12:00:00 AM","Trains",1969,2537
"352","US-Mexico Border","04/01/2018 12:00:00 AM","Trains",902,717
"360","US-Mexico Border","04/01/2018 12:00:00 AM","Train Passengers",826,1038
"365","US-Mexico Border","03/01/2018 12:00:00 AM","Personal Vehicle Passengers",12693029,14146032
"368","US-Mexico Border","03/01/2018 12:00:00 AM","Personal Vehicles",6692650,6544006
"375","US-Mexico Border","03/01/2018 12:00:00 AM","Pedestrians",4177442,3687198
"362","US-Canada Border","03/01/2018 12:00:00 AM","Personal Vehicle Passengers",4060908,5578487
"364","US-Canada Border","03/01/2018 12:00:00 AM","Personal Vehicles",2114557,2659331
"382","US-Mexico Border","03/01/2018 12:00:00 AM","Trucks",534661,392622
"363","US-Canada Border","03/01/2018 12:00:00 AM","Trucks",500026,511283
"379","US-Mexico Border","03/01/2018 12:00:00 AM","Truck Containers Full",392261,246826
"371","US-Canada Border","03/01/2018 12:00:00 AM","Truck Containers Full",365815,382808
"377","US-Canada Border","03/01/2018 12:00:00 AM","Rail Containers Full",156833,107011
"378","US-Mexico Border","03/01/2018 12:00:00 AM","Bus Passengers",153794,247864
"369","US-Mexico Border","03/01/2018 12:00:00 AM","Truck Containers Empty",147407,140795
"373","US-Canada Border","03/01/2018 12:00:00 AM","Truck Containers Empty",145042,86103
"361","US-Canada Border","03/01/2018 12:00:00 AM","Bus Passengers",108766,272388
"367","US-Canada Border","03/01/2018 12:00:00 AM","Rail Containers Empty",69369,43399
"380","US-Mexico Border","03/01/2018 12:00:00 AM","Rail Containers Full",46011,27403
"376","US-Mexico Border","03/01/2018 12:00:00 AM","Rail Containers Empty",45740,30621
"370","US-Canada Border","03/01/2018 12:00:00 AM","Pedestrians",20736,46853
"381","US-Canada Border","03/01/2018 12:00:00 AM","Train Passengers",12891,21068
"383","US-Mexico Border","03/01/2018 12:00:00 AM","Buses",12356,19824
"372","US-Canada Border","03/01/2018 12:00:00 AM","Buses",4862,11324
"366","US-Canada Border","03/01/2018 12:00:00 AM","Trains",1996,2539
"374","US-Mexico Border","03/01/2018 12:00:00 AM","Trains",916,716
"384","US-Mexico Border","03/01/2018 12:00:00 AM","Train Passengers",823,1039
"401","US-Mexico Border","02/01/2018 12:00:00 AM","Personal Vehicle Passengers",10888482,14158325
"405","US-Mexico Border","02/01/2018 12:00:00 AM","Personal Vehicles",5903899,6546421
"387","US-Mexico Border","02/01/2018 12:00:00 AM","Pedestrians",3526195,3687805
"390","US-Canada Border","02/01/2018 12:00:00 AM","Personal Vehicle Passengers",3022028,5588134
"388","US-Canada Border","02/01/2018 12:00:00 AM","Personal Vehicles",1666594,2663077
"403","US-Mexico Border","02/01/2018 12:00:00 AM","Trucks",491399,392249
"386","US-Canada Border","02/01/2018 12:00:00 AM","Trucks",448194,511521
"404","US-Mexico Border","02/01/2018 12:00:00 AM","Truck Containers Full",351568,246430
"391","US-Canada Border","02/01/2018 12:00:00 AM","Truck Containers Full",326173,383022
"400","US-Canada Border","02/01/2018 12:00:00 AM","Rail Containers Full",136507,106900
"395","US-Mexico Border","02/01/2018 12:00:00 AM","Truck Containers Empty",136474,140811
"385","US-Canada Border","02/01/2018 12:00:00 AM","Truck Containers Empty",131612,85931
"402","US-Mexico Border","02/01/2018 12:00:00 AM","Bus Passengers",106763,248397
"398","US-Canada Border","02/01/2018 12:00:00 AM","Bus Passengers",85214,273094
"396","US-Canada Border","02/01/2018 12:00:00 AM","Rail Containers Empty",57667,43346
"397","US-Mexico Border","02/01/2018 12:00:00 AM","Rail Containers Empty",41810,30578
"408","US-Mexico Border","02/01/2018 12:00:00 AM","Rail Containers Full",39167,27359
"389","US-Canada Border","02/01/2018 12:00:00 AM","Pedestrians",12936,46981
"394","US-Mexico Border","02/01/2018 12:00:00 AM","Buses",11504,19856
"393","US-Canada Border","02/01/2018 12:00:00 AM","Train Passengers",8544,21116
"399","US-Canada Border","02/01/2018 12:00:00 AM","Buses",4294,11351
"392","US-Canada Border","02/01/2018 12:00:00 AM","Trains",1712,2542
"406","US-Mexico Border","02/01/2018 12:00:00 AM","Trains",827,716
"407","US-Mexico Border","02/01/2018 12:00:00 AM","Train Passengers",688,1040
"429","US-Mexico Border","01/01/2018 12:00:00 AM","Personal Vehicle Passengers",12138597,14165975
"423","US-Mexico Border","01/01/2018 12:00:00 AM","Personal Vehicles",6406861,6546950
"426","US-Mexico Border","01/01/2018 12:00:00 AM","Pedestrians",3731985,3687638
"416","US-Canada Border","01/01/2018 12:00:00 AM","Personal Vehicle Passengers",3129055,5597449
"411","US-Canada Border","01/01/2018 12:00:00 AM","Personal Vehicles",1749770,2666537
"432","US-Mexico Border","01/01/2018 12:00:00 AM","Trucks",517144,391776
"414","US-Canada Border","01/01/2018 12:00:00 AM","Trucks",475119,511659
"409","US-Mexico Border","01/01/2018 12:00:00 AM","Truck Containers Full",358320,246006
"422","US-Canada Border","01/01/2018 12:00:00 AM","Truck Containers Full",350657,383145
"427","US-Mexico Border","01/01/2018 12:00:00 AM","Bus Passengers",158723,248736
"431","US-Mexico Border","01/01/2018 12:00:00 AM","Truck Containers Empty",155604,140755
"417","US-Canada Border","01/01/2018 12:00:00 AM","Rail Containers Full",147156,106747
"420","US-Canada Border","01/01/2018 12:00:00 AM","Truck Containers Empty",134554,85747
"419","US-Canada Border","01/01/2018 12:00:00 AM","Bus Passengers",77412,273835
"410","US-Canada Border","01/01/2018 12:00:00 AM","Rail Containers Empty",58613,43288
"428","US-Mexico Border","01/01/2018 12:00:00 AM","Rail Containers Empty",45826,30521
"412","US-Mexico Border","01/01/2018 12:00:00 AM","Rail Containers Full",36140,27325
"424","US-Mexico Border","01/01/2018 12:00:00 AM","Buses",13411,19880
"413","US-Canada Border","01/01/2018 12:00:00 AM","Pedestrians",12571,47111
"421","US-Canada Border","01/01/2018 12:00:00 AM","Train Passengers",10821,21154
"415","US-Canada Border","01/01/2018 12:00:00 AM","Buses",4256,11377
"430","US-Canada Border","01/01/2018 12:00:00 AM","Trains",1890,2544
"425","US-Mexico Border","01/01/2018 12:00:00 AM","Trains",899,715
"418","US-Mexico Border","01/01/2018 12:00:00 AM","Train Passengers",823,1041
"452","US-Mexico Border","12/01/2017 12:00:00 AM","Personal Vehicle Passengers",12939220,14170640
"451","US-Mexico Border","12/01/2017 12:00:00 AM","Personal Vehicles",6604570,6546731
"438","US-Mexico Border","12/01/2017 12:00:00 AM","Pedestrians",4084983,3686127
"440","US-Canada Border","12/01/2017 12:00:00 AM","Personal Vehicle Passengers",3918120,5603834
"435","US-Canada Border","12/01/2017 12:00:00 AM","Personal Vehicles",2033658,2668943
"441","US-Mexico Border","12/01/2017 12:00:00 AM","Trucks",465722,391495
"433","US-Canada Border","12/01/2017 12:00:00 AM","Trucks",415723,512024
"437","US-Mexico Border","12/01/2017 12:00:00 AM","Truck Containers Full",320329,245724
"436","US-Canada Border","12/01/2017 12:00:00 AM","Truck Containers Full",303972,383446
"450","US-Mexico Border","12/01/2017 12:00:00 AM","Bus Passengers",153202,249100
"439","US-Canada Border","12/01/2017 12:00:00 AM","Rail Containers Full",144333,106604
"442","US-Mexico Border","12/01/2017 12:00:00 AM","Truck Containers Empty",142113,140750
"434","US-Canada Border","12/01/2017 12:00:00 AM","Truck Containers Empty",119996,85617
"445","US-Canada Border","12/01/2017 12:00:00 AM","Bus Passengers",101295,274491
"449","US-Canada Border","12/01/2017 12:00:00 AM","Rail Containers Empty",58486,43230
"455","US-Mexico Border","12/01/2017 12:00:00 AM","Rail Containers Empty",43734,30470
"456","US-Mexico Border","12/01/2017 12:00:00 AM","Rail Containers Full",39599,27279
"443","US-Canada Border","12/01/2017 12:00:00 AM","Pedestrians",16585,47227
"454","US-Mexico Border","12/01/2017 12:00:00 AM","Buses",14483,19901
"447","US-Canada Border","12/01/2017 12:00:00 AM","Train Passengers",13308,21184
"448","US-Canada Border","12/01/2017 12:00:00 AM","Buses",4199,11405
"446","US-Canada Border","12/01/2017 12:00:00 AM","Trains",1778,2547
"444","US-Mexico Border","12/01/2017 12:00:00 AM","Train Passengers",1011,1041
"453","US-Mexico Border","12/01/2017 12:00:00 AM","Trains",918,714
"470","US-Mexico Border","11/01/2017 12:00:00 AM","Personal Vehicle Passengers",11928122,14179199
"474","US-Mexico Border","11/01/2017 12:00:00 AM","Personal Vehicles",6369244,6547408
"471","US-Mexico Border","11/01/2017 12:00:00 AM","Pedestrians",3846738,3685514
"465","US-Canada Border","11/01/2017 12:00:00 AM","Personal Vehicle Passengers",3630353,5611366
"466","US-Canada Border","11/01/2017 12:00:00 AM","Personal Vehicles",2002198,2671488
"462","US-Mexico Border","11/01/2017 12:00:00 AM","Trucks",513361,391029
"468","US-Canada Border","11/01/2017 12:00:00 AM","Trucks",493062,512096
"464","US-Canada Border","11/01/2017 12:00:00 AM","Truck Containers Full",367342,383507
"476","US-Mexico Border","11/01/2017 12:00:00 AM","Truck Containers Full",358016,245295
"469","US-Mexico Border","11/01/2017 12:00:00 AM","Truck Containers Empty",150965,140711
"475","US-Canada Border","11/01/2017 12:00:00 AM","Rail Containers Full",147252,106449
"458","US-Mexico Border","11/01/2017 12:00:00 AM","Bus Passengers",137698,249525
"457","US-Canada Border","11/01/2017 12:00:00 AM","Truck Containers Empty",135585,85426
"460","US-Canada Border","11/01/2017 12:00:00 AM","Bus Passengers",106550,275132
"467","US-Canada Border","11/01/2017 12:00:00 AM","Rail Containers Empty",64178,43150
"477","US-Mexico Border","11/01/2017 12:00:00 AM","Rail Containers Empty",49157,30399
"480","US-Mexico Border","11/01/2017 12:00:00 AM","Rail Containers Full",41351,27225
"461","US-Canada Border","11/01/2017 12:00:00 AM","Pedestrians",20077,47331
"472","US-Mexico Border","11/01/2017 12:00:00 AM","Buses",13786,19924
"473","US-Canada Border","11/01/2017 12:00:00 AM","Train Passengers",13675,21213
"459","US-Canada Border","11/01/2017 12:00:00 AM","Buses",4930,11429
"463","US-Canada Border","11/01/2017 12:00:00 AM","Trains",1872,2550
"479","US-Mexico Border","11/01/2017 12:00:00 AM","Trains",934,713
"478","US-Mexico Border","11/01/2017 12:00:00 AM","Train Passengers",800,1042
"502","US-Mexico Border","10/01/2017 12:00:00 AM","Personal Vehicle Passengers",12145354,14186991
"482","US-Mexico Border","10/01/2017 12:00:00 AM","Personal Vehicles",6567955,6547329
"483","US-Canada Border","10/01/2017 12:00:00 AM","Personal Vehicle Passengers",4105894,5617134
"496","US-Mexico Border","10/01/2017 12:00:00 AM","Pedestrians",3749935,3685267
"489","US-Canada Border","10/01/2017 12:00:00 AM","Personal Vehicles",2243138,2673129
"498","US-Mexico Border","10/01/2017 12:00:00 AM","Trucks",536285,390473
"490","US-Canada Border","10/01/2017 12:00:00 AM","Trucks",505480,512121
"484","US-Canada Border","10/01/2017 12:00:00 AM","Truck Containers Full",384348,383504
"485","US-Mexico Border","10/01/2017 12:00:00 AM","Truck Containers Full",372257,244809
"495","US-Canada Border","10/01/2017 12:00:00 AM","Bus Passengers",169178,275538
"499","US-Mexico Border","10/01/2017 12:00:00 AM","Truck Containers Empty",160771,140634
"494","US-Canada Border","10/01/2017 12:00:00 AM","Rail Containers Full",153148,106270
"486","US-Canada Border","10/01/2017 12:00:00 AM","Truck Containers Empty",131890,85248
"500","US-Mexico Border","10/01/2017 12:00:00 AM","Bus Passengers",126181,249997
"493","US-Canada Border","10/01/2017 12:00:00 AM","Rail Containers Empty",68192,43054
"491","US-Canada Border","10/01/2017 12:00:00 AM","Pedestrians",57404,47292
"492","US-Mexico Border","10/01/2017 12:00:00 AM","Rail Containers Empty",49780,30325
"503","US-Mexico Border","10/01/2017 12:00:00 AM","Rail Containers Full",45513,27155
"488","US-Canada Border","10/01/2017 12:00:00 AM","Train Passengers",16240,21232
"481","US-Mexico Border","10/01/2017 12:00:00 AM","Buses",14484,19945
"487","US-Canada Border","10/01/2017 12:00:00 AM","Buses",6614,11448
"497","US-Canada Border","10/01/2017 12:00:00 AM","Trains",1934,2552
"501","US-Mexico Border","10/01/2017 12:00:00 AM","Trains",1027,712
"504","US-Mexico Border","10/01/2017 12:00:00 AM","Train Passengers",999,1042
"517","US-Mexico Border","09/01/2017 12:00:00 AM","Personal Vehicle Passengers",11518284,14197256
"511","US-Mexico Border","09/01/2017 12:00:00 AM","Personal Vehicles",6233052,6548538
"505","US-Canada Border","09/01/2017 12:00:00 AM","Personal Vehicle Passengers",4569811,5621162
"524","US-Mexico Border","09/01/2017 12:00:00 AM","Pedestrians",3276482,3686839
"509","US-Canada Border","09/01/2017 12:00:00 AM","Personal Vehicles",2425684,2674081
"525","US-Mexico Border","09/01/2017 12:00:00 AM","Trucks",493093,390078
"526","US-Canada Border","09/01/2017 12:00:00 AM","Trucks",478231,512252
"508","US-Canada Border","09/01/2017 12:00:00 AM","Truck Containers Full",355731,383611
"506","US-Mexico Border","09/01/2017 12:00:00 AM","Truck Containers Full",337455,244453
"522","US-Canada Border","09/01/2017 12:00:00 AM","Bus Passengers",195397,275847
"515","US-Mexico Border","09/01/2017 12:00:00 AM","Truck Containers Empty",153489,140585
"512","US-Canada Border","09/01/2017 12:00:00 AM","Rail Containers Full",141462,106135
"507","US-Canada Border","09/01/2017 12:00:00 AM","Truck Containers Empty",132864,85065
"510","US-Mexico Border","09/01/2017 12:00:00 AM","Bus Passengers",115717,250514
"523","US-Canada Border","09/01/2017 12:00:00 AM","Rail Containers Empty",65431,42968
"520","US-Canada Border","09/01/2017 12:00:00 AM","Pedestrians",49540,47284
"527","US-Mexico Border","09/01/2017 12:00:00 AM","Rail Containers Empty",45642,30266
"521","US-Mexico Border","09/01/2017 12:00:00 AM","Rail Containers Full",39622,27107
"518","US-Canada Border","09/01/2017 12:00:00 AM","Train Passengers",29330,21201
"514","US-Mexico Border","09/01/2017 12:00:00 AM","Buses",13285,19971
"516","US-Canada Border","09/01/2017 12:00:00 AM","Buses",8634,11459
"513","US-Canada Border","09/01/2017 12:00:00 AM","Trains",1904,2555
"528","US-Mexico Border","09/01/2017 12:00:00 AM","Trains",912,711
"519","US-Mexico Border","09/01/2017 12:00:00 AM","Train Passengers",885,1043
"542","US-Mexico Border","08/01/2017 12:00:00 AM","Personal Vehicle Passengers",12274160,14204681
"550","US-Mexico Border","08/01/2017 12:00:00 AM","Personal Vehicles",6512489,6548677
"529","US-Canada Border","08/01/2017 12:00:00 AM","Personal Vehicle Passengers",6250197,5618734
"544","US-Mexico Border","08/01/2017 12:00:00 AM","Pedestrians",3485501,3687617
"541","US-Canada Border","08/01/2017 12:00:00 AM","Personal Vehicles",2969278,2672941
"548","US-Mexico Border","08/01/2017 12:00:00 AM","Trucks",523705,389562
"538","US-Canada Border","08/01/2017 12:00:00 AM","Trucks",515625,512239
"531","US-Canada Border","08/01/2017 12:00:00 AM","Truck Containers Full",378644,383630
"532","US-Mexico Border","08/01/2017 12:00:00 AM","Truck Containers Full",361603,244000
"539","US-Canada Border","08/01/2017 12:00:00 AM","Bus Passengers",242143,275977
"549","US-Mexico Border","08/01/2017 12:00:00 AM","Bus Passengers",178102,250793
"546","US-Mexico Border","08/01/2017 12:00:00 AM","Truck Containers Empty",160286,140509
"530","US-Canada Border","08/01/2017 12:00:00 AM","Truck Containers Empty",148344,84821
"536","US-Canada Border","08/01/2017 12:00:00 AM","Rail Containers Full",144179,105988
"537","US-Canada Border","08/01/2017 12:00:00 AM","Pedestrians",72595,47186
"535","US-Canada Border","08/01/2017 12:00:00 AM","Rail Containers Empty",67070,42875
"545","US-Canada Border","08/01/2017 12:00:00 AM","Train Passengers",46500,21103
"533","US-Mexico Border","08/01/2017 12:00:00 AM","Rail Containers Empty",42851,30217
"547","US-Mexico Border","08/01/2017 12:00:00 AM","Rail Containers Full",42747,27047
"552","US-Mexico Border","08/01/2017 12:00:00 AM","Buses",14477,19992
"540","US-Canada Border","08/01/2017 12:00:00 AM","Buses",10129,11464
"534","US-Canada Border","08/01/2017 12:00:00 AM","Trains",1903,2557
"551","US-Mexico Border","08/01/2017 12:00:00 AM","Trains",960,710
"543","US-Mexico Border","08/01/2017 12:00:00 AM","Train Passengers",896,1044
